2005050100,15,0,0,0,0
2005050101,15,0,0,0,0
2005050102,15,0,0,0,0
2005050103,15,0,0,0,0
2005050104,15,0,0,0,0
2005050105,15,0,0,0,0
2005050106,15,0,0,0,0
2005050107,15,0,0,0,0
2005050108,15,0,0,0,0
2005050109,15,0,0,0,0
2005050110,15,0,0,0,0
2005050111,15,0,0,0,0
2005050112,15,0,0,0,0
2005050113,15,0,0,0,0
2005050114,15,0,0,0,0
2005050115,15,0,0,0,0
2005050116,15,0,0,0,0
2005050117,15,0,0,0,0
2005050118,15,0,0,0,0
2005050119,15,0,0,0,0
2005050120,15,0,0,0,0
2005050121,15,0,0,0,0
2005050122,15,0,0,0,0
2005050123,15,0,0,0,0
2005050200,15,0,0,0,0
2005050201,15,0,0,0,0
2005050202,15,0,0,0,0
2005050203,15,0,0,0,0
2005050204,15,0,0,0,0
2005050205,15,0,0,0,0
2005050206,15,0,0,0,0
2005050207,15,0,0,0,0
2005050208,15,0,0,0,0
2005050209,15,0,0,0,0
2005050210,15,0,0,0,0
2005050211,15,0,0,0,0
2005050212,15,0,0,0,0
2005050213,15,0,0,0,0
2005050214,15,0,0,0,0
2005050215,15,0,0,0,0
2005050216,15,0,0,0,0
2005050217,15,0,0,0,0
2005050218,15,0,0,0,0
2005050219,15,0,0,0,0
2005050220,15,0,0,0,0
2005050221,15,0,0,0,0
2005050222,15,0,0,0,0
2005050223,15,0,0,0,0
2005050300,15,0,0,0,0
2005050301,15,0,0,0,0
2005050302,15,0,0,0,0
2005050303,15,0,0,0,0
2005050304,15,0,0,0,0
2005050305,15,0,0,0,0
2005050306,15,0,0,0,0
2005050307,15,0,0,0,0
2005050308,15,0,0,0,0
2005050309,15,0,0,0,0
2005050310,15,0,0,0,0
2005050311,15,0,0,0,0
2005050312,15,0,0,0,0
2005050313,15,0,0.3,0,0
2005050314,15,0.2,0,0.2,0
2005050315,15,0,0.2,0,0.2
2005050316,15,0.2,0,0,0
2005050317,15,0,0,0,0
2005050318,15,0,0,0.2,0
2005050319,15,0,0.2,0,0
2005050320,15,0,0,0,0
2005050321,15,0,0,0,0
2005050322,15,0,0,0,0
2005050323,15,0,0,0,0
2005050400,15,0,0,0,0
2005050401,15,0,0,0,0
2005050402,15,0,0,0,0
2005050403,15,0,0,0,0
2005050404,15,0,0,0,0
2005050405,15,0,0,0,0
2005050406,15,0,0,0,0
2005050407,15,0,0,0,0
2005050408,15,0,0,0,0
2005050409,15,0,0,0,0
2005050410,15,0,0,0,0
2005050411,15,0,0,0,0
2005050412,15,0,0,0,0
2005050413,15,0,0,0,0
2005050414,15,0,0,0,0
2005050415,15,0,0,0,0
2005050416,15,0,0,0,0
2005050417,15,0,0,0,0
2005050418,15,0,0,0,0
2005050419,15,0,0,0,0
2005050420,15,0,0,0,0
2005050421,15,0,0,0,0
2005050422,15,0,0,0,0
2005050423,15,0,0,0,0
2005050500,15,0,0,0,0
2005050501,15,0,0,0,0
2005050502,15,0,0,0,0
2005050503,15,0,0,0,0
2005050504,15,0,0,0,0
2005050505,15,0,0,0,0
2005050506,15,0,0,0,0
2005050507,15,0,0,0,0
2005050508,15,0,0,0,0
2005050509,15,0,0,0,0
2005050510,15,0,0,0,0
2005050511,15,0,0,0,0
2005050512,15,0,0,0,0
2005050513,15,0,0,0,0
2005050514,15,0,0,0,0
2005050515,15,0,0,0,0
2005050516,15,0,0,0,0
2005050517,15,0,0,0,0
2005050518,15,0,0,0,0
2005050519,15,0,0,0,0
2005050520,15,0,0,0,0
2005050521,15,0,0,0,0
2005050522,15,0,0,0,0
2005050523,15,0,0,0,0
2005050600,15,0,0,0,0
2005050601,15,0,0,0,0
2005050602,15,0,0,0,0
2005050603,15,0,0,0,0
2005050604,15,0,0,0,0
2005050605,15,0,0,0,0
2005050606,15,0,0,0,0
2005050607,15,0,0,0,0
2005050608,15,0,0,0,0
2005050609,15,0,0,0,0
2005050610,15,0,0,0,0
2005050611,15,0,0,0,0
2005050612,15,0,0,0,0
2005050613,15,0,0,0,0
2005050614,15,0,0,0,0
2005050615,15,0,0,0,0
2005050616,15,0,0,0,0
2005050617,15,0,0,0,0
2005050618,15,0,0,0,0
2005050619,15,0,0,0,0
2005050620,15,0,0,0,0
2005050621,15,0,0,0,0
2005050622,15,0,0,0,0
2005050623,15,0,0,0,0
2005050700,15,0,0,0,0
2005050701,15,0,0,0,0
2005050702,15,0,0,0,0
2005050703,15,0,0,0,0
2005050704,15,0,0,0,0
2005050705,15,0,0,0,0
2005050706,15,0,0,0,0
2005050707,15,0,0,0,0
2005050708,15,0,0,0,0
2005050709,15,0,0,0,0
2005050710,15,0,0,0,0
2005050711,15,0,0,0,0
2005050712,15,0,0,0,0
2005050713,15,0,0,0,0
2005050714,15,0,0,0.2,0
2005050715,15,0.2,0,0.2,0
2005050716,15,0,0.2,0,0
2005050717,15,0.2,0,0,0.2
2005050718,15,0,0.2,0,0
2005050719,15,0,0,0,0
2005050720,15,0,0,0,0
2005050721,15,0,0,0,0
2005050722,15,0,0,0,0
2005050723,15,0,0,0,0
2005050800,15,0,0,0,0
2005050801,15,0,0,0,0
2005050802,15,0,0,0,0
2005050803,15,0,0,0,0
2005050804,15,0,0,0,0
2005050805,15,0,0,0,0
2005050806,15,0,0,0,0
2005050807,15,0,0,0,0
2005050808,15,0,0,0,0
2005050809,15,0,0,0,0
2005050810,15,0,0,0,0
2005050811,15,0,0,0,0
2005050812,15,0,0,0,0
2005050813,15,0,0,0,0
2005050814,15,0,0,0,0
2005050815,15,0,0,0,0
2005050816,15,0,0,0,0
2005050817,15,0,0,0,0
2005050818,15,0,0,0,0
2005050819,15,0,0,0,0
2005050820,15,0,0,0,0
2005050821,15,0,0,0,0
2005050822,15,0,0,0,0
2005050823,15,0,0,0,0
2005050900,15,0,0,0,0
2005050901,15,0,0,0,0
2005050902,15,0,0,0,0
2005050903,15,0,0,0,0
2005050904,15,0.2,0,0,0
2005050905,15,0,0,0,0.2
2005050906,15,0,0,0,0.2
2005050907,15,0,0,0.2,0
